Age,PriorConvictions,MentalHealth,DrugUse,EmploymentStatus,CrimeType,Reoffend
51,36,None,Occasional,Criminal Income,Theft,1
30,11,Undiagnosed,Never,Criminal Income,Murder,1
47,88,Undiagnosed,Addicted,Full-Time,Theft,1
43,94,Mild,Never,Criminal Income,Drug Offense,1
76,64,Undiagnosed,Dealer,Part-Time,Assault,1
10,55,Undiagnosed,Frequent,Unemployed,Assault,1
18,13,Undiagnosed,Frequent,Criminal Income,Fraud,1
61,69,None,Frequent,Part-Time,Theft,1
9,25,None,Never,Part-Time,Fraud,0
51,71,In Recovery,Addicted,Full-Time,Murder,1
65,21,None,Addicted,Part-Time,Cybercrime,1
27,20,Severe,Occasional,Part-Time,Theft,1
39,64,None,Occasional,Full-Time,Drug Offense,1
31,99,In Recovery,Occasional,Part-Time,Theft,1
72,27,Undiagnosed,Never,Part-Time,Drug Offense,1
21,67,None,Never,Criminal Income,Drug Offense,1
33,95,Undiagnosed,Never,Criminal Income,Theft,1
75,62,Mild,Addicted,Part-Time,Rape,1
30,11,In Recovery,Occasional,Criminal Income,Theft,0
37,31,Mild,Dealer,Part-Time,Assault,1
35,19,In Recovery,Addicted,Part-Time,Cybercrime,1
72,40,Severe,Not Found,Part-Time,Assault,1
69,43,In Recovery,Addicted,Part-Time,Assault,1
75,21,None,Dealer,Unemployed,Kidnapping,1
75,2,In Recovery,Occasional,Full-Time,Theft,0
9,78,None,Occasional,Part-Time,Murder,1
38,24,Undiagnosed,Occasional,Full-Time,Cybercrime,0
24,87,Severe,Dealer,Part-Time,Assault,1
80,90,Undiagnosed,Addicted,Part-Time,Rape,1
32,78,Undiagnosed,Not Found,Unemployed,Cybercrime,1
28,77,Mild,Occasional,Criminal Income,Other,1
50,27,Mild,Not Found,Unemployed,Drug Offense,1
17,38,Severe,Addicted,Part-Time,Rape,1
46,83,None,Frequent,Unemployed,Assault,1
72,24,Mild,Never,Criminal Income,Assault,1
30,20,Mild,Occasional,Part-Time,Rape,1
22,83,None,Dealer,Unemployed,Fraud,1
67,15,In Recovery,Dealer,Criminal Income,Kidnapping,1
54,32,Mild,Never,Criminal Income,Cybercrime,1
47,41,In Recovery,Never,Criminal Income,Dacoity,1
70,1,Mild,Frequent,Unemployed,Theft,0
12,40,None,Frequent,Part-Time,Drug Offense,1
50,58,Severe,Occasional,Unemployed,Dacoity,1
54,38,Mild,Not Found,Full-Time,Other,0
46,84,Mild,Not Found,Unemployed,Kidnapping,1
72,39,Severe,Not Found,Unemployed,Dacoity,1
77,47,Undiagnosed,Occasional,Full-Time,Murder,1
56,87,Undiagnosed,Occasional,Full-Time,Murder,1
33,97,None,Frequent,Criminal Income,Assault,1
53,43,None,Frequent,Unemployed,Fraud,1
37,66,Mild,Dealer,Unemployed,Fraud,1
67,32,None,Not Found,Unemployed,Theft,1
16,11,Undiagnosed,Addicted,Criminal Income,Murder,1
20,40,In Recovery,Never,Full-Time,Cybercrime,0
15,97,Severe,Addicted,Part-Time,Other,1
54,56,Mild,Not Found,Criminal Income,Murder,1
55,9,Severe,Dealer,Full-Time,Rape,1
9,56,In Recovery,Not Found,Criminal Income,Fraud,1
59,93,Mild,Never,Part-Time,Theft,1
38,83,Severe,Frequent,Unemployed,Drug Offense,1
66,98,In Recovery,Addicted,Part-Time,Murder,1
12,14,In Recovery,Addicted,Part-Time,Drug Offense,1
22,95,Mild,Dealer,Part-Time,Dacoity,1
56,91,Undiagnosed,Frequent,Unemployed,Other,1
11,73,Severe,Not Found,Part-Time,Other,1
52,47,Undiagnosed,Never,Part-Time,Murder,1
9,20,Severe,Never,Criminal Income,Other,1
66,11,Mild,Never,Part-Time,Dacoity,0
67,94,In Recovery,Frequent,Part-Time,Murder,1
68,17,None,Addicted,Part-Time,Murder,1
80,61,Undiagnosed,Dealer,Unemployed,Theft,1
47,17,None,Addicted,Part-Time,Theft,1
45,43,Undiagnosed,Dealer,Unemployed,Kidnapping,1
30,55,Severe,Dealer,Criminal Income,Drug Offense,1
55,60,Severe,Not Found,Full-Time,Assault,1
62,95,Mild,Dealer,Full-Time,Dacoity,1
49,83,Severe,Occasional,Full-Time,Dacoity,1
20,81,Severe,Dealer,Unemployed,Assault,1
33,55,In Recovery,Dealer,Full-Time,Other,1
61,51,None,Not Found,Unemployed,Cybercrime,1
53,70,Severe,Occasional,Full-Time,Theft,1
9,24,Mild,Frequent,Criminal Income,Murder,1
77,62,Severe,Occasional,Part-Time,Theft,1
75,26,None,Occasional,Part-Time,Cybercrime,0
73,98,In Recovery,Never,Criminal Income,Murder,1
64,92,Severe,Occasional,Unemployed,Assault,1
62,22,Severe,Frequent,Full-Time,Assault,1
49,100,Severe,Addicted,Unemployed,Theft,1
72,53,Undiagnosed,Occasional,Part-Time,Drug Offense,1
46,30,Undiagnosed,Occasional,Criminal Income,Assault,1
51,46,In Recovery,Addicted,Unemployed,Other,1
71,100,None,Addicted,Criminal Income,Cybercrime,1
53,11,Severe,Occasional,Criminal Income,Kidnapping,1
37,33,Mild,Frequent,Criminal Income,Assault,1
40,84,Severe,Frequent,Full-Time,Fraud,1
70,63,Undiagnosed,Dealer,Part-Time,Assault,1
35,17,Mild,Occasional,Criminal Income,Kidnapping,1
41,78,None,Occasional,Part-Time,Theft,1
41,85,Mild,Addicted,Part-Time,Theft,1
24,43,In Recovery,Occasional,Criminal Income,Drug Offense,1
70,33,None,Not Found,Part-Time,Fraud,0
30,33,Undiagnosed,Occasional,Part-Time,Assault,1
44,73,None,Addicted,Criminal Income,Drug Offense,1
49,98,Severe,Occasional,Part-Time,Fraud,1
49,31,Undiagnosed,Addicted,Full-Time,Kidnapping,1
18,18,Mild,Addicted,Full-Time,Cybercrime,1
33,81,In Recovery,Dealer,Part-Time,Kidnapping,1
50,94,In Recovery,Not Found,Unemployed,Other,1
9,92,None,Never,Criminal Income,Murder,1
69,24,None,Never,Part-Time,Assault,0
55,30,Mild,Occasional,Unemployed,Rape,1
12,6,Mild,Occasional,Criminal Income,Other,1
27,74,Undiagnosed,Occasional,Unemployed,Cybercrime,1
76,59,Mild,Not Found,Part-Time,Other,1
75,69,Mild,Addicted,Unemployed,Murder,1
24,30,Mild,Addicted,Unemployed,Kidnapping,1
31,49,Mild,Dealer,Full-Time,Dacoity,1
56,92,Severe,Dealer,Part-Time,Other,1
58,12,Severe,Frequent,Unemployed,Drug Offense,1
61,6,Undiagnosed,Frequent,Part-Time,Other,0
75,15,Severe,Not Found,Criminal Income,Cybercrime,1
42,95,Undiagnosed,Dealer,Unemployed,Cybercrime,1
56,82,Severe,Addicted,Unemployed,Drug Offense,1
28,77,None,Addicted,Part-Time,Cybercrime,1
15,72,Severe,Addicted,Full-Time,Murder,1
71,36,Mild,Addicted,Unemployed,Cybercrime,1
28,13,Undiagnosed,Never,Full-Time,Other,0
62,66,Undiagnosed,Never,Full-Time,Dacoity,1
39,3,Undiagnosed,Frequent,Full-Time,Kidnapping,0
80,77,Undiagnosed,Occasional,Unemployed,Dacoity,1
72,46,Undiagnosed,Dealer,Full-Time,Other,1
11,49,Undiagnosed,Addicted,Unemployed,Other,1
37,12,Severe,Never,Full-Time,Kidnapping,0
55,89,Undiagnosed,Never,Part-Time,Kidnapping,1
21,95,Mild,Addicted,Full-Time,Murder,1
62,66,In Recovery,Dealer,Unemployed,Dacoity,1
48,95,Mild,Not Found,Part-Time,Other,1
34,12,Severe,Occasional,Part-Time,Fraud,0
11,40,Undiagnosed,Never,Full-Time,Cybercrime,1
45,48,Undiagnosed,Never,Full-Time,Fraud,1
24,67,None,Occasional,Unemployed,Theft,1
77,5,In Recovery,Frequent,Part-Time,Other,0
61,78,Mild,Dealer,Criminal Income,Drug Offense,1
21,54,In Recovery,Frequent,Part-Time,Other,1
40,21,Severe,Dealer,Part-Time,Theft,1
49,69,None,Occasional,Full-Time,Other,1
21,70,Mild,Not Found,Criminal Income,Dacoity,1
71,60,Severe,Not Found,Criminal Income,Rape,1
13,57,None,Dealer,Unemployed,Murder,1
51,74,Undiagnosed,Not Found,Criminal Income,Assault,1
23,74,None,Frequent,Criminal Income,Other,1
38,98,Severe,Addicted,Part-Time,Theft,1
29,31,None,Occasional,Full-Time,Murder,0
48,82,Mild,Never,Full-Time,Fraud,1
33,27,In Recovery,Addicted,Part-Time,Fraud,1
67,45,In Recovery,Frequent,Full-Time,Cybercrime,1
48,61,None,Dealer,Unemployed,Dacoity,1
60,24,Undiagnosed,Never,Full-Time,Dacoity,0
28,7,Undiagnosed,Never,Full-Time,Dacoity,0
29,86,Mild,Not Found,Unemployed,Theft,1
10,67,In Recovery,Not Found,Part-Time,Assault,1
23,26,Severe,Never,Full-Time,Drug Offense,1
50,70,Mild,Dealer,Part-Time,Kidnapping,1
37,53,Severe,Occasional,Full-Time,Other,1
60,68,Undiagnosed,Never,Unemployed,Cybercrime,1
16,59,Mild,Frequent,Full-Time,Cybercrime,1
28,84,Severe,Addicted,Part-Time,Murder,1
54,4,In Recovery,Frequent,Part-Time,Kidnapping,0
70,27,Undiagnosed,Not Found,Criminal Income,Assault,1
52,32,Severe,Occasional,Full-Time,Murder,1
11,78,In Recovery,Dealer,Full-Time,Assault,1
39,27,In Recovery,Occasional,Full-Time,Theft,0
68,5,Mild,Dealer,Full-Time,Theft,1
77,95,Undiagnosed,Not Found,Criminal Income,Other,1
26,20,Mild,Not Found,Part-Time,Cybercrime,0
55,34,Undiagnosed,Addicted,Full-Time,Dacoity,1
64,78,In Recovery,Not Found,Full-Time,Cybercrime,1
46,40,Severe,Occasional,Part-Time,Dacoity,1
54,97,None,Not Found,Full-Time,Fraud,1
53,32,Undiagnosed,Addicted,Criminal Income,Cybercrime,1
53,70,Mild,Occasional,Full-Time,Drug Offense,1
22,57,Undiagnosed,Not Found,Unemployed,Other,1
17,88,Severe,Not Found,Criminal Income,Rape,1
78,97,In Recovery,Never,Criminal Income,Rape,1
18,17,Mild,Occasional,Criminal Income,Murder,1
17,43,Severe,Dealer,Unemployed,Kidnapping,1
49,25,Undiagnosed,Never,Unemployed,Other,1
40,62,Undiagnosed,Never,Unemployed,Assault,1
44,42,Severe,Dealer,Criminal Income,Fraud,1
67,30,In Recovery,Addicted,Part-Time,Fraud,1
18,46,None,Dealer,Unemployed,Cybercrime,1
69,50,In Recovery,Addicted,Full-Time,Other,1
33,36,Undiagnosed,Not Found,Criminal Income,Dacoity,1
43,89,None,Not Found,Full-Time,Theft,1
30,69,Severe,Never,Unemployed,Rape,1
16,21,Severe,Occasional,Criminal Income,Kidnapping,1
60,54,None,Dealer,Full-Time,Assault,1
22,21,Mild,Never,Criminal Income,Dacoity,1
80,29,Severe,Never,Criminal Income,Fraud,1
65,57,Mild,Occasional,Unemployed,Assault,1
35,82,None,Addicted,Full-Time,Kidnapping,1
27,19,In Recovery,Frequent,Criminal Income,Rape,1
54,96,Severe,Dealer,Full-Time,Cybercrime,1
50,8,Severe,Dealer,Part-Time,Rape,1
49,15,Undiagnosed,Never,Part-Time,Murder,1
28,76,None,Not Found,Criminal Income,Fraud,1
69,38,Undiagnosed,Addicted,Part-Time,Assault,1
53,24,Mild,Occasional,Unemployed,Drug Offense,1
68,42,Undiagnosed,Not Found,Part-Time,Murder,1
48,86,Severe,Never,Unemployed,Assault,1
73,51,Mild,Dealer,Full-Time,Assault,1
55,80,In Recovery,Not Found,Part-Time,Assault,1
23,19,Severe,Not Found,Criminal Income,Rape,1
74,17,Severe,Frequent,Unemployed,Murder,1
75,89,Mild,Addicted,Full-Time,Dacoity,1
11,36,None,Not Found,Criminal Income,Kidnapping,1
51,54,Mild,Never,Criminal Income,Dacoity,1
50,16,Mild,Not Found,Part-Time,Rape,1
48,76,Undiagnosed,Addicted,Full-Time,Cybercrime,1
30,92,None,Dealer,Unemployed,Rape,1
53,94,In Recovery,Never,Criminal Income,Kidnapping,1
26,47,Mild,Dealer,Full-Time,Kidnapping,1
18,73,Mild,Never,Full-Time,Other,1
36,39,None,Frequent,Unemployed,Cybercrime,1
47,77,None,Never,Part-Time,Murder,1
22,95,In Recovery,Dealer,Unemployed,Theft,1
65,14,Severe,Addicted,Unemployed,Drug Offense,1
76,43,Severe,Never,Unemployed,Cybercrime,1
45,24,None,Occasional,Full-Time,Rape,0
72,5,Undiagnosed,Addicted,Part-Time,Dacoity,1
13,38,None,Addicted,Full-Time,Cybercrime,1
76,56,Severe,Occasional,Unemployed,Murder,1
46,53,None,Occasional,Part-Time,Rape,1
15,86,Undiagnosed,Never,Part-Time,Kidnapping,1
68,40,None,Not Found,Part-Time,Cybercrime,1
27,4,None,Never,Unemployed,Cybercrime,0
78,8,Severe,Occasional,Full-Time,Rape,1
10,80,None,Not Found,Part-Time,Other,1
17,21,Undiagnosed,Not Found,Part-Time,Kidnapping,1
19,22,Undiagnosed,Occasional,Part-Time,Theft,0
78,34,Severe,Dealer,Full-Time,Rape,1
25,78,Mild,Frequent,Full-Time,Fraud,1
16,46,Mild,Addicted,Unemployed,Drug Offense,1
60,45,None,Dealer,Unemployed,Other,1
32,38,In Recovery,Frequent,Unemployed,Murder,1
60,35,Mild,Dealer,Unemployed,Other,1
18,75,Severe,Not Found,Criminal Income,Cybercrime,1
22,49,None,Dealer,Criminal Income,Drug Offense,1
23,5,Undiagnosed,Not Found,Unemployed,Cybercrime,0
46,40,None,Dealer,Unemployed,Other,1
31,97,Severe,Addicted,Part-Time,Kidnapping,1
54,47,Undiagnosed,Addicted,Criminal Income,Rape,1
36,38,In Recovery,Frequent,Full-Time,Kidnapping,1
50,69,Severe,Addicted,Part-Time,Murder,1
33,100,Mild,Not Found,Criminal Income,Fraud,1
8,48,In Recovery,Frequent,Part-Time,Fraud,1
59,18,None,Dealer,Full-Time,Kidnapping,1
74,98,Undiagnosed,Occasional,Full-Time,Murder,1
28,46,Severe,Addicted,Full-Time,Fraud,1
17,74,Severe,Frequent,Criminal Income,Dacoity,1
35,42,Mild,Addicted,Unemployed,Theft,1
47,32,Severe,Never,Full-Time,Fraud,0
42,52,None,Dealer,Part-Time,Other,1
35,63,In Recovery,Frequent,Part-Time,Assault,1
28,66,Undiagnosed,Addicted,Full-Time,Assault,1
72,98,None,Frequent,Criminal Income,Cybercrime,1
36,49,Mild,Never,Part-Time,Kidnapping,1
33,29,Undiagnosed,Never,Full-Time,Murder,1
77,66,None,Frequent,Part-Time,Kidnapping,1
25,90,In Recovery,Not Found,Criminal Income,Assault,1
33,10,None,Not Found,Criminal Income,Theft,0
76,37,None,Addicted,Full-Time,Assault,1
45,63,Mild,Never,Criminal Income,Kidnapping,1
40,47,Mild,Dealer,Full-Time,Rape,1
22,38,In Recovery,Addicted,Part-Time,Cybercrime,1
20,95,Undiagnosed,Not Found,Part-Time,Kidnapping,1
72,19,In Recovery,Dealer,Full-Time,Rape,1
28,96,Mild,Addicted,Criminal Income,Murder,1
77,85,Undiagnosed,Never,Criminal Income,Dacoity,1
74,54,In Recovery,Never,Criminal Income,Cybercrime,1
69,100,Severe,Not Found,Part-Time,Other,1
72,44,Severe,Occasional,Criminal Income,Cybercrime,1
50,2,In Recovery,Never,Criminal Income,Fraud,0
46,81,Undiagnosed,Frequent,Part-Time,Rape,1
62,39,Undiagnosed,Never,Full-Time,Fraud,0
75,100,Undiagnosed,Never,Unemployed,Other,1
21,54,Severe,Frequent,Part-Time,Rape,1
29,43,Severe,Addicted,Criminal Income,Assault,1
37,46,None,Frequent,Unemployed,Kidnapping,1
8,40,None,Not Found,Full-Time,Kidnapping,1
61,99,Severe,Dealer,Criminal Income,Assault,1
40,77,Mild,Dealer,Part-Time,Other,1
72,18,Severe,Never,Criminal Income,Assault,1
69,46,None,Frequent,Unemployed,Kidnapping,1
23,85,Undiagnosed,Never,Part-Time,Assault,1
70,0,None,Occasional,Unemployed,Dacoity,0
35,9,None,Frequent,Full-Time,Murder,0
33,12,None,Frequent,Full-Time,Murder,0
32,10,Severe,Never,Unemployed,Cybercrime,0
65,16,Mild,Not Found,Part-Time,Other,0
65,55,None,Frequent,Unemployed,Kidnapping,1
70,67,In Recovery,Never,Full-Time,Other,1
69,53,Mild,Dealer,Full-Time,Cybercrime,1
39,35,None,Addicted,Part-Time,Murder,1
12,38,Undiagnosed,Never,Unemployed,Cybercrime,1
47,89,Severe,Dealer,Part-Time,Fraud,1
46,47,Severe,Not Found,Criminal Income,Cybercrime,1
18,38,Undiagnosed,Not Found,Unemployed,Murder,1
65,37,Mild,Occasional,Part-Time,Drug Offense,1
33,25,In Recovery,Addicted,Part-Time,Murder,1
69,2,Mild,Addicted,Criminal Income,Theft,1
53,3,Undiagnosed,Dealer,Full-Time,Theft,1
55,91,None,Addicted,Unemployed,Kidnapping,1
38,89,Undiagnosed,Addicted,Full-Time,Rape,1
65,40,In Recovery,Frequent,Full-Time,Assault,1
12,76,None,Frequent,Unemployed,Murder,1
17,39,In Recovery,Not Found,Criminal Income,Cybercrime,1
10,77,In Recovery,Dealer,Part-Time,Drug Offense,1
43,88,Undiagnosed,Dealer,Full-Time,Murder,1
37,64,In Recovery,Frequent,Part-Time,Theft,1
57,100,None,Not Found,Unemployed,Dacoity,1
15,38,Undiagnosed,Not Found,Criminal Income,Murder,1
70,43,Severe,Occasional,Unemployed,Kidnapping,1
59,42,Severe,Not Found,Unemployed,Cybercrime,1
37,34,In Recovery,Occasional,Criminal Income,Rape,1
46,87,None,Never,Part-Time,Dacoity,1
67,85,Mild,Frequent,Full-Time,Kidnapping,1
30,67,None,Occasional,Unemployed,Kidnapping,1
72,7,None,Never,Criminal Income,Drug Offense,0
9,36,Undiagnosed,Dealer,Full-Time,Drug Offense,1
80,14,Undiagnosed,Never,Part-Time,Drug Offense,0
74,42,In Recovery,Dealer,Full-Time,Dacoity,1
16,63,Undiagnosed,Not Found,Unemployed,Kidnapping,1
17,65,Undiagnosed,Occasional,Criminal Income,Kidnapping,1
63,82,In Recovery,Occasional,Full-Time,Theft,1
18,0,In Recovery,Dealer,Unemployed,Other,1
34,71,Mild,Occasional,Criminal Income,Murder,1
50,8,None,Dealer,Criminal Income,Kidnapping,1
53,92,In Recovery,Dealer,Criminal Income,Kidnapping,1
39,37,Mild,Addicted,Full-Time,Other,1
22,50,Mild,Frequent,Unemployed,Theft,1
75,95,Mild,Never,Criminal Income,Cybercrime,1
9,95,None,Not Found,Criminal Income,Assault,1
78,28,Mild,Addicted,Full-Time,Dacoity,1
34,10,Undiagnosed,Occasional,Unemployed,Other,0
20,75,Severe,Not Found,Criminal Income,Kidnapping,1
78,23,Mild,Addicted,Part-Time,Assault,1
17,24,Undiagnosed,Addicted,Full-Time,Theft,1
66,10,Severe,Frequent,Full-Time,Cybercrime,1
42,52,Undiagnosed,Not Found,Criminal Income,Fraud,1
56,75,Mild,Never,Part-Time,Fraud,1
74,50,In Recovery,Never,Full-Time,Dacoity,1
61,53,None,Dealer,Criminal Income,Kidnapping,1
57,34,None,Addicted,Part-Time,Assault,1
48,41,Mild,Addicted,Full-Time,Cybercrime,1
32,89,None,Frequent,Unemployed,Rape,1
63,48,Undiagnosed,Frequent,Criminal Income,Kidnapping,1
43,37,Mild,Dealer,Full-Time,Dacoity,1
56,28,In Recovery,Frequent,Criminal Income,Fraud,1
55,77,Undiagnosed,Frequent,Part-Time,Drug Offense,1
49,81,Undiagnosed,Never,Criminal Income,Dacoity,1
29,63,Undiagnosed,Frequent,Criminal Income,Dacoity,1
49,99,Undiagnosed,Not Found,Unemployed,Dacoity,1
15,42,Mild,Occasional,Criminal Income,Dacoity,1
24,98,Undiagnosed,Never,Criminal Income,Fraud,1
35,16,Severe,Dealer,Full-Time,Kidnapping,1
77,15,Severe,Never,Part-Time,Murder,1
59,44,Mild,Never,Unemployed,Rape,1
71,63,In Recovery,Occasional,Criminal Income,Murder,1
74,18,None,Not Found,Part-Time,Dacoity,0
17,83,Undiagnosed,Dealer,Part-Time,Fraud,1
13,15,In Recovery,Occasional,Full-Time,Assault,0
42,45,In Recovery,Never,Full-Time,Cybercrime,0
72,18,Mild,Addicted,Part-Time,Cybercrime,1
69,98,In Recovery,Dealer,Unemployed,Assault,1
16,26,None,Never,Full-Time,Fraud,0
28,4,Severe,Never,Part-Time,Rape,0
71,66,Mild,Addicted,Unemployed,Fraud,1
50,15,None,Frequent,Unemployed,Other,0
10,69,Mild,Frequent,Unemployed,Drug Offense,1
79,84,Mild,Never,Criminal Income,Other,1
37,45,Undiagnosed,Dealer,Unemployed,Assault,1
15,94,Mild,Dealer,Unemployed,Other,1
48,78,In Recovery,Frequent,Criminal Income,Kidnapping,1
78,20,None,Never,Unemployed,Kidnapping,0
25,72,None,Not Found,Unemployed,Kidnapping,1
65,45,Mild,Not Found,Criminal Income,Other,1
30,4,Undiagnosed,Never,Criminal Income,Drug Offense,0
21,94,Severe,Never,Full-Time,Kidnapping,1
76,24,In Recovery,Not Found,Full-Time,Assault,0
62,65,Mild,Never,Full-Time,Other,1
22,87,In Recovery,Frequent,Criminal Income,Theft,1
61,26,Undiagnosed,Never,Criminal Income,Assault,1
71,21,Severe,Frequent,Unemployed,Fraud,1
25,62,None,Occasional,Criminal Income,Drug Offense,1
45,89,In Recovery,Not Found,Full-Time,Rape,1
74,90,Undiagnosed,Frequent,Unemployed,Cybercrime,1
58,75,In Recovery,Never,Unemployed,Murder,1
80,86,Mild,Not Found,Criminal Income,Murder,1
34,2,Mild,Frequent,Full-Time,Rape,0
11,87,Mild,Frequent,Unemployed,Drug Offense,1
21,59,Undiagnosed,Addicted,Criminal Income,Other,1
72,24,In Recovery,Occasional,Part-Time,Other,0
30,1,Mild,Frequent,Unemployed,Theft,0
59,14,In Recovery,Not Found,Unemployed,Kidnapping,0
8,22,Undiagnosed,Not Found,Full-Time,Murder,1
26,36,Mild,Not Found,Full-Time,Kidnapping,1
74,95,None,Frequent,Part-Time,Rape,1
60,26,Severe,Addicted,Unemployed,Fraud,1
46,30,None,Not Found,Criminal Income,Fraud,1
24,70,None,Addicted,Unemployed,Rape,1
34,72,Mild,Addicted,Unemployed,Dacoity,1
16,75,Severe,Never,Part-Time,Fraud,1
15,58,In Recovery,Not Found,Unemployed,Cybercrime,1
28,84,In Recovery,Dealer,Unemployed,Drug Offense,1
66,78,None,Not Found,Criminal Income,Fraud,1
55,89,Severe,Never,Part-Time,Other,1
32,57,Undiagnosed,Never,Criminal Income,Other,1
79,4,In Recovery,Addicted,Full-Time,Other,0
31,27,Undiagnosed,Frequent,Criminal Income,Cybercrime,1
25,29,Undiagnosed,Occasional,Full-Time,Other,0
49,31,Undiagnosed,Frequent,Criminal Income,Kidnapping,1
70,50,Severe,Frequent,Unemployed,Other,1
69,75,Undiagnosed,Addicted,Criminal Income,Fraud,1
29,34,In Recovery,Dealer,Criminal Income,Dacoity,1
8,22,Undiagnosed,Occasional,Unemployed,Murder,1
58,16,Severe,Never,Unemployed,Fraud,1
49,10,Severe,Addicted,Unemployed,Other,1
78,69,Undiagnosed,Never,Criminal Income,Assault,1
16,96,Severe,Occasional,Part-Time,Dacoity,1
42,98,Mild,Occasional,Unemployed,Fraud,1
71,0,Undiagnosed,Not Found,Unemployed,Dacoity,1
17,95,None,Addicted,Unemployed,Other,1
50,30,None,Addicted,Part-Time,Cybercrime,1
58,70,None,Dealer,Full-Time,Assault,1
61,39,In Recovery,Dealer,Part-Time,Fraud,1
25,41,Severe,Never,Unemployed,Kidnapping,1
58,32,None,Frequent,Full-Time,Kidnapping,0
53,77,Undiagnosed,Not Found,Part-Time,Murder,1
56,12,None,Addicted,Criminal Income,Rape,1
59,65,Undiagnosed,Addicted,Part-Time,Cybercrime,1
45,94,Undiagnosed,Never,Full-Time,Theft,1
32,53,In Recovery,Addicted,Unemployed,Dacoity,1
12,51,Undiagnosed,Frequent,Full-Time,Cybercrime,1
25,31,Severe,Never,Criminal Income,Murder,1
24,39,In Recovery,Never,Full-Time,Murder,1
75,48,Undiagnosed,Never,Part-Time,Dacoity,1
74,63,Undiagnosed,Never,Unemployed,Theft,1
9,88,In Recovery,Never,Part-Time,Rape,1
19,79,Mild,Addicted,Criminal Income,Assault,1
15,57,Mild,Addicted,Full-Time,Rape,1
48,45,Mild,Dealer,Unemployed,Drug Offense,1
76,17,Undiagnosed,Occasional,Full-Time,Drug Offense,1
65,72,In Recovery,Occasional,Part-Time,Drug Offense,1
50,22,In Recovery,Never,Part-Time,Kidnapping,0
55,17,Mild,Not Found,Criminal Income,Rape,1
67,16,Undiagnosed,Dealer,Part-Time,Fraud,1
79,90,Severe,Occasional,Full-Time,Dacoity,1
17,48,Mild,Addicted,Unemployed,Murder,1
67,80,Mild,Frequent,Criminal Income,Theft,1
69,87,None,Occasional,Criminal Income,Kidnapping,1
42,27,Severe,Addicted,Unemployed,Drug Offense,1
35,7,Severe,Never,Full-Time,Assault,0
50,55,In Recovery,Frequent,Unemployed,Dacoity,1
17,0,Undiagnosed,Dealer,Part-Time,Murder,1
28,96,In Recovery,Not Found,Part-Time,Assault,1
52,51,Mild,Occasional,Full-Time,Fraud,1
69,11,In Recovery,Dealer,Part-Time,Cybercrime,1
27,43,In Recovery,Occasional,Unemployed,Drug Offense,1
32,58,Undiagnosed,Never,Criminal Income,Murder,1
53,36,Severe,Frequent,Unemployed,Drug Offense,1
36,8,None,Occasional,Unemployed,Cybercrime,0
58,92,In Recovery,Addicted,Unemployed,Drug Offense,1
51,85,Undiagnosed,Not Found,Full-Time,Drug Offense,1
54,97,Mild,Dealer,Part-Time,Murder,1
20,57,Mild,Never,Part-Time,Other,1
15,17,In Recovery,Dealer,Part-Time,Theft,1
10,9,Mild,Not Found,Unemployed,Drug Offense,1
26,30,Mild,Occasional,Unemployed,Fraud,1
39,22,Severe,Dealer,Full-Time,Fraud,1
79,89,Mild,Frequent,Part-Time,Theft,1
46,32,Undiagnosed,Occasional,Full-Time,Assault,1
67,78,None,Occasional,Part-Time,Kidnapping,1
67,45,None,Occasional,Part-Time,Dacoity,1
47,9,Undiagnosed,Never,Criminal Income,Other,0
34,72,None,Never,Unemployed,Rape,1
58,43,In Recovery,Frequent,Part-Time,Fraud,1
16,91,In Recovery,Frequent,Criminal Income,Theft,1
52,30,Severe,Addicted,Full-Time,Other,1
79,22,None,Frequent,Full-Time,Murder,1
55,63,Mild,Never,Full-Time,Murder,1
26,56,Mild,Not Found,Part-Time,Fraud,1
